Order ID,Order Date, Unit Cost, Unit Price,Order Qty,Channel,Promotion Name,Product Name,Product Sub Category,Product Category,State,Zone
5433,3/20/2012, 56.84 , 67.40 ,5,Store,No Discount,WWI Stereo Bluetooth Headphones E1000 Black,Bluetooth Headphones,Audio,Akwa Ibom,South South
5435,4/29/2012, 44.79 , 90.00 ,5,Store,No Discount,Simpson CRT15 E101 White,Monitors,Computers,Ebonyi,South East
5436,7/30/2014, 270.11 , 699.00 ,12,Store,Adventist Promotion,WWI Laptop15 M0150 White,Laptops,Computers,Delta,South South
5437,7/15/2012, 159.41 , 349.00 ,36,Store,Adventist Promotion,WWI Desktop PC3.0 M0300 Silver,Desktops,Computers,Edo,South South
5438,6/11/2012, 145.87 , 436.20 ,12,Store,Adventist Promotion,"Fabrikam SLR Camera 35"" X358 Grey",Digital SLR Cameras,Cameras and camcorders ,Anambra,South East
5440,3/21/2014, 6.57 , 28.99 ,10,Store,No Discount,Kekule Hybrid system M60 Black,Home & Office Phones,Cell phones,Edo,South South
5441,11/25/2013, 22.67 , 259.99 ,13,Store,Winners Promotion,SV DVD 14-Inch Player Portable L100 Black,Movie DVD,"Music, Movies and Audio Books",Akwa Ibom,South South
5442,1/12/2012, 58.56 , 129.00 ,4,Store,Deeper Promotion,A. Datum Compact Digital Camera M200 Azure,Digital Cameras,Cameras and camcorders ,Cross River,South South
5443,9/21/2012, 24.14 , 46.99 ,8,Store,Convention Promotion,Kekule In front of Centrex L15 White,Home & Office Phones,Cell phones,Rivers,South South
5444,4/19/2013, 82.38 , 179.00 ,12,Store,Easter Promotion,Proseware LCD19W M100 White,Monitors,Computers,Imo,South East
5445,4/14/2013, 308.20 , 559.00 ,80,Catalog,No Discount,WWI Desktop PC2.30 M2300 White,Desktops,Computers,Ebonyi,South East
5446,11/28/2014, 0.45 , 0.95 ,26,Reseller,Xmas Holiday Promotion,SV USB Data Cable E600 Silver,Computers Accessories,Computers,Kwara,North Central
5447,1/24/2014, 91.21 , 310.00 ,9,Reseller,Deeper Promotion,The Phone Company Smart phones Unlocked International M800 Gold,Smart phones & PDAs ,Cell phones,Delta,South South
5451,1/9/2012, 44.30 , 289.99 ,12,Store,New Year Promotion,Kekule DVD 15-Inch Player Portable L200 White,Movie DVD,"Music, Movies and Audio Books",Bayelsa,South South
5452,2/23/2012, 21.33 , 69.00 ,4,Store,Deeper Promotion,Simpson CRT19 E10 White,Monitors,Computers,Akwa Ibom,South South
5453,1/14/2013, 0.75 , 0.95 ,9,Store,Deeper Promotion,SV USB Data Cable E600 Pink,Computers Accessories,Computers,Anambra,South East
5455,7/27/2013, 39.18 , 159.99 ,10,Store,No Discount,Kekule DVD 9-Inch Player Portable M300 Black,Movie DVD,"Music, Movies and Audio Books",Akwa Ibom,South South
5456,11/29/2013, 239.84 , 627.00 ,13,Store,Winners Promotion,A. Datum SLR Camera X140 Pink,Digital SLR Cameras,Cameras and camcorders ,Edo,South South
5457,12/3/2013, 32.82 , 219.00 ,8,Online,Convention Promotion,SV Car Video AM/FM E1001 Black,Car Video,TV and Video,Nasarawa,North Central
5458,10/25/2013, 108.97 , 369.00 ,26,Catalog,Winners Promotion,SV Car Video LCD7 M7002 Black,Car Video,TV and Video,Ebonyi,South East
5459,4/11/2012, 12.69 , 148.00 ,6,Reseller,Easter Promotion,A. Datum Slim Digital Camera M180 Pink,Digital Cameras,Cameras and camcorders ,Kwara,North Central
5460,5/1/2012, 81.15 , 328.00 ,6,Reseller,Easter Promotion,"Fabrikam SLR Camera 35"" M358 Silver Grey",Digital SLR Cameras,Cameras and camcorders ,Kwara,North Central
5461,3/11/2014, 34.51 , 199.00 ,20,Store,No Discount,SV Car Video AM/FM E1000 Brown,Car Video,TV and Video,Edo,South South
5462,9/25/2013, 517.40 , 655.00 ,8,Reseller,Convention Promotion,Fabrikam Home and vacation moviemaker 2/3'' 17mm M103 Black,Camcorders,Cameras and camcorders ,Ogun,South West
5464,5/16/2012, 17.10 , 16.90 ,5,Store,No Discount,Kekule USB Data Link - direct connect adapter E600 White,Computers Accessories,Computers,Edo,South South
5465,1/3/2012, 9.85 , 26.90 ,4,Online,Convention Promotion,Kekule Bright Light battery E20 Black,Computers Accessories,Computers,Nasarawa,North Central
5467,1/6/2014, 81.50 , 95.00 ,24,Online,New Year Promotion,Kekule Telephoto Conversion Lens M350 Silver,Cameras & Camcorders Accessories,Cameras and camcorders ,Nasarawa,North Central
5468,4/19/2012, 1.50 , 67.40 ,5,Store,No Discount,WWI Stereo Bluetooth Headphones E1000 Blue,Bluetooth Headphones,Audio,Edo,South South
5469,9/29/2012, 27.07 , 42.99 ,10,Store,No Discount,Kekule Centrex Phone System L10 White,Home & Office Phones,Cell phones,Anambra,South East
5470,11/20/2012, 7.50 , 16.99 ,13,Store,Winners Promotion,Kekule Phone with 13-Number Memory (210) M301 Grey,Home & Office Phones,Cell phones,Edo,South South
5471,10/29/2013, 14.31 , 50.00 ,13,Store,Winners Promotion,Kekule Bluetooth Notebook Mouse E70 Black,Computers Accessories,Computers,Akwa Ibom,South South
5474,5/9/2012, 6.31 , 196.90 ,10,Store,No Discount,A. Datum SLR-like Digital Camera M400 Silver,Digital Cameras,Cameras and camcorders ,Cross River,South South
5475,9/16/2012, 859.61 ," 2,295.00 ",10,Store,No Discount,Proseware Projector 1080p LCD86 Silver,Projectors & Screens,Computers,Ebonyi,South East
5476,10/10/2014, 221.32 , 366.00 ,26,Online,Xmas Holiday Promotion,Fabrikam Laptop12 M2000 White,Laptops,Computers,Kwara,North Central
5478,7/21/2014, 473.96 , 699.00 ,12,Store,Adventist Promotion,WWI Projector 720p LCD56 Silver,Projectors & Screens,Computers,Zamfara,North West
5479,8/10/2013, 133.59 , 258.00 ,10,Store,No Discount,Kekule Touch Screen Phones 5-Wire/On-wall M508 Black,Touch Screen Phones ,Cell phones,Jigawa,North West
5480,12/24/2012, 11.88 , 16.50 ,9,Store,Deeper Promotion,Kekule Notebook Peripheral Kit M69 Black,Computers Accessories,Computers,Ebonyi,South East
5482,6/5/2014, 115.96 , 326.00 ,24,Store,Adventist Promotion,Proseware Laptop8.9 E089 Black,Laptops,Computers,Akwa Ibom,South South
5483,8/31/2012, 12.65 , 13.89 ,12,Store,Adventist Promotion,Kekule DVD 58 DVD Storage Binder M55 Red,Movie DVD,"Music, Movies and Audio Books",Anambra,South East
5488,1/26/2014, 5.66 , 230.90 ,6,Store,New Year Promotion,Kekule Laptop Keyboard X105 Black,Computers Accessories,Computers,Ekiti,South West
5489,6/14/2012, 3.25 , 16.50 ,10,Reseller,No Discount,Kekule Notebook Peripheral Kit M69 White,Computers Accessories,Computers,Ogun,South West
5490,9/11/2012, 142.81 , 179.00 ,10,Store,No Discount,Proseware LCD19W M100 Black,Monitors,Computers,Ebonyi,South East
5491,5/17/2014, 14.53 , 35.99 ,12,Store,Easter Promotion,Kekule 2-Line Speakerphone M109 Black,Home & Office Phones,Cell phones,Kwara,North Central
5495,2/8/2013, 170.24 , 200.00 ,9,Online,Hammartan Promotion,Kekule Touch Screen Phones  - LCD M12 Black,Touch Screen Phones ,Cell phones,Kwara,North Central
5496,11/14/2012, 37.87 , 269.95 ,18,Store,Winners Promotion,Simpson Desktop PC1.60 ED160 Black,Desktops,Computers,Borno,North East
5497,4/26/2013, 100.16 , 251.00 ,10,Store,No Discount,Kekule Screen 106in M060 Silver,Projectors & Screens,Computers,Jigawa,North West
5499,11/3/2014, 31.02 , 40.55 ,16,Online,Convention Promotion,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Bluetooth Headphones,Audio,Nasarawa,North Central
5501,1/8/2012, 201.57 , 280.00 ,9,Store,Deeper Promotion,The Phone Company PDA Palm 3.5 inch M810 White,Smart phones & PDAs ,Cell phones,Kaduna,North West
5502,3/19/2012, 87.47 , 188.50 ,20,Reseller,No Discount,A. Datum Advanced Digital Camera M300 Orange,Digital Cameras,Cameras and camcorders ,Delta,South South
5503,7/30/2012, 9.03 , 25.00 ,10,Reseller,No Discount,Kekule USB Cable M250 Yellow,Cameras & Camcorders Accessories,Cameras and camcorders ,Kwara,North Central
5504,9/8/2012, 279.73 , 391.90 ,10,Store,No Discount,Fabrikam SLR Camera M150 Orange,Digital SLR Cameras,Cameras and camcorders ,Delta,South South
5507,4/22/2013, 218.14 , 328.00 ,20,Reseller,No Discount,"Fabrikam SLR Camera 35"" M358 Gold",Digital SLR Cameras,Cameras and camcorders ,Ogun,South West
5508,9/6/2014, 62.93 , 77.68 ,20,Online,No Discount,Kekule 4GB Flash MP3 Player E401 Blue,MP4&MP3,Audio,Ebonyi,South East
5511,1/7/2012, 31.51 , 159.00 ,9,Store,Deeper Promotion,"Proseware Color Ink Jet Fax, Copier, Phone M250 Green","Printers, Scanners & Fax",Computers,Borno,North East
5513,4/3/2012, 463.01 , 655.00 ,10,Store,No Discount,Fabrikam Home and Vacation Moviemaker 2/3'' 17mm M103 White,Camcorders,Cameras and camcorders ,Akwa Ibom,South South
5514,3/30/2012, 241.05 , 389.00 ,9,Reseller,Hammartan Promotion,The Phone Company PDA Handheld 4.7 inch L650 Silver,Smart phones & PDAs ,Cell phones,Kwara,North Central
5515,5/27/2012, 0.34 , 399.00 ,10,Store,No Discount,Kekule Home Theater System 5.1 Channel M1530 Silver,Home Theater System,TV and Video,Cross River,South South
5517,8/3/2013, 6.69 , 13.50 ,12,Store,Adventist Promotion,Kekule Education Supplies Bundle E200 Grey,Computers Accessories,Computers,Anambra,South East
5519,7/12/2014, 543.60 ," 1,520.00 ",10,Store,No Discount,Fabrikam Independent filmmaker 2/3'' 17mm X100 White,Camcorders,Cameras and camcorders ,Sokoto,North West
5520,11/17/2013, 98.88 , 230.00 ,13,Store,Xmas Holiday Promotion,The Phone Company Smart phones 6-LINE SCREEN M21 Pink,Smart phones & PDAs ,Cell phones,Enugu,South East
5521,12/25/2011, 68.31 , 290.00 ,8,Store,Convention Promotion,A. Datum Super-zoom Digital Camera X300 Grey,Digital Cameras,Cameras and camcorders ,Jigawa,North West
5522,2/6/2012, 58.68 , 328.00 ,6,Store,New Year Promotion,"Fabrikam SLR Camera 35"" M358 Black",Digital SLR Cameras,Cameras and camcorders ,Adamawa,North East
5524,3/29/2013, 15.34 , 50.00 ,10,Store,No Discount,Kekule Bluetooth Notebook Mouse E70 Grey,Computers Accessories,Computers,Kaduna,North West
5525,4/3/2013, 2.59 , 19.90 ,10,Store,No Discount,Kekule Battery charger - bike E200 Grey,Computers Accessories,Computers,Ebonyi,South East
5528,8/2/2014, 365.34 , 489.00 ,9,Reseller,August Promotion,Kekule Home Theater System 5.1 Channel M1510 Black,Home Theater System,TV and Video,Ogun,South West
5529,6/28/2014, 123.42 , 229.00 ,12,Online,No Discount,The Phone Company Microsoft Windows Mobile M200 Black,Smart phones & PDAs ,Cell phones,Kwara,North Central
5530,1/8/2012, 6.39 , 9.99 ,6,Reseller,New Year Promotion,Kekule Single-line phones E10 White,Home & Office Phones,Cell phones,Ogun,South West
5531,12/6/2013, 11.84 , 13.00 ,18,Online,Deeper Promotion,Kekule Optical Wheel OEM PS/2 Mouse E60 Grey,Computers Accessories,Computers,Ebonyi,South East
5533,4/22/2012, 143.43 , 165.00 ,6,Online,Easter Promotion,A. Datum Ultra Compact Digital Camera M190 Orange,Digital Cameras,Cameras and camcorders ,Kwara,North Central
5535,11/26/2012, 2.35 , 9.99 ,120,Online,Winners Promotion,Kekule Touch Stylus Pen E150 Red,Cell phones Accessories,Cell phones,Ebonyi,South East
5536,4/2/2013, 65.87 , 129.00 ,18,Online,Hammartan Promotion,The Phone Company Smart phones without camera E100 Gold,Smart phones & PDAs ,Cell phones,Kwara,North Central
5539,11/21/2013, 293.58 , 480.50 ,8,Store,Convention Promotion,Fabrikam SLR Camera X150 Orange,Digital SLR Cameras,Cameras and camcorders ,Jigawa,North West
5540,10/30/2013, 1.21 , 198.00 ,13,Online,Winners Promotion,A. Datum Point n' Shoot Digital Camera M500 Grey,Digital Cameras,Cameras and camcorders ,Ebonyi,South East
5542,4/11/2012, 0.46 , 13.89 ,10,Store,No Discount,SV DVD 58 DVD Storage Binder M55 Black,Movie DVD,"Music, Movies and Audio Books",Ekiti,South West
5543,6/14/2012, 11.48 , 12.66 ,24,Catalog,Adventist Promotion,SV DVD 55DVD Storage Binder M56 Black,Movie DVD,"Music, Movies and Audio Books",Ebonyi,South East
5544,8/14/2012, 148.99 , 188.00 ,12,Reseller,August Promotion,Fabrikam Social Videographer 1'' 25mm E400 White,Camcorders,Cameras and camcorders ,Ogun,South West
5545,4/29/2013, 181.30 , 229.00 ,12,Store,Easter Promotion,WWI Projector 480p LCD12 White,Projectors & Screens,Computers,Sokoto,North West
5546,7/8/2013, 147.51 , 588.00 ,9,Store,August Promotion,"A. Datum SLR Camera 35"" X358 Black",Digital SLR Cameras,Cameras and camcorders ,Oyo,South West
5547,5/4/2014, 4.21 , 22.90 ,20,Store,No Discount,Kekule ADSL Modem Splitter/Filter X 2 E200 Grey,Computers Accessories,Computers,Kaduna,North West
5548,10/1/2014, 30.16 , 52.90 ,20,Store,No Discount,Kekule ADSL Modem Splitter/Filter X 3 E300 Black,Computers Accessories,Computers,Zamfara,North West
5550,12/11/2011, 117.79 , 299.23 ,8,Store,Convention Promotion,Kekule 8GB Clock & Radio MP3 Player X850 Silver,MP4&MP3,Audio,Imo,South East
5553,7/2/2012, 105.35 , 219.00 ,10,Store,No Discount,Proseware Laser Jet All in one X300 White,"Printers, Scanners & Fax",Computers,Oyo,South West
5555,8/27/2014, 247.24 , 382.95 ,10,Store,No Discount,WWI Laptop12 M0120 Black,Laptops,Computers,Delta,South South
5556,6/6/2014, 124.79 , 230.90 ,6,Store,No Discount,Kekule Laptop Keyboard X105 Brown,Computers Accessories,Computers,Ondo,South West
5557,12/14/2012, 9.85 , 39.99 ,9,Store,Deeper Promotion,Kekule Electronic Private Automatic Branch Exchange M90 Black,Home & Office Phones,Cell phones,Ebonyi,South East
5559,6/4/2012, 64.29 , 281.00 ,12,Catalog,Adventist Promotion,A. Datum Consumer Digital Camera E100 Azure,Digital Cameras,Cameras and camcorders ,Ebonyi,South East
5560,3/6/2014, 18.69 , 20.96 ,18,Online,Hammartan Promotion,Kekule Wireless Laser Mouse E50 Silver,Computers Accessories,Computers,Kwara,North Central
5561,9/13/2014, 2.00 , 119.00 ,10,Store,No Discount,SV 16xDVD M320 Black,VCD & DVD,TV and Video,Zamfara,North West
5563,12/28/2012, 177.30 , 500.00 ,18,Reseller,Deeper Promotion,SV Car Video LCD7W M7080 Silver,Car Video,TV and Video,Delta,South South
5564,4/23/2012, 4.10 , 21.57 ,5,Store,No Discount,Kekule 2G MP3 Player E200 Black,MP4&MP3,Audio,Delta,South South
5565,6/8/2014, 21.94 ," 2,295.00 ",6,Store,Adventist Promotion,Proseware Projector 1080p LCD86 Silver,Projectors & Screens,Computers,FCT,Federal Capital Territory
5566,9/10/2014, 574.19 , 890.00 ,10,Store,No Discount,Fabrikam Business Videographer 1'' 25mm M600 Grey,Camcorders,Cameras and camcorders ,Akwa Ibom,South South
5567,10/12/2013, 282.56 , 819.00 ,8,Store,Convention Promotion,WWI LCD24 X300 White,Monitors,Computers,Edo,South South
5569,1/18/2013, 172.20 , 469.00 ,36,Catalog,Deeper Promotion,Simpson Desktop PC3.0 MS300 Silver,Desktops,Computers,Ebonyi,South East
5570,2/23/2014," 1,080.76 "," 2,499.00 ",9,Store,Deeper Promotion,Proseware Projector 1080p DLP86 Silver,Projectors & Screens,Computers,Delta,South South
5571,3/29/2013, 81.39 , 255.00 ,10,Store,No Discount,The Phone Company PDA Handheld 3.5 inch M610 Silver,Smart phones & PDAs ,Cell phones,Kaduna,North West
5573,10/15/2014, 93.79 , 99.00 ,26,Online,Xmas Holiday Promotion,SV Wireless LAN PCI Network Card Adapter E900 Black,Computers Accessories,Computers,Kwara,North Central
5576,1/15/2014, 18.19 , 33.90 ,9,Store,Deeper Promotion,Kekule Primary Extended Capacity Battery Pack - notebook battery X100 Grey,Computers Accessories,Computers,Edo,South South
5577,4/27/2012, 6.00 , 229.90 ,30,Online,No Discount,WWI Desktop PC1.80 E1800 Silver,Desktops,Computers,Nasarawa,North Central
5578,7/21/2014, 72.65 , 296.00 ,6,Catalog,Adventist Promotion,WWI 4GB Video Recording Pen X200 Pink,Recording Pen,Audio,Ebonyi,South East
5579,9/23/2013, 7.79 , 9.50 ,20,Reseller,No Discount,Kekule Power Inverter - DC to AC power inverter E900 Grey,Computers Accessories,Computers,Kwara,North Central
5580,11/6/2013, 23.31 , 25.69 ,8,Reseller,Convention Promotion,NT Bluetooth Stereo Headphones E52 Pink,Bluetooth Headphones,Audio,Ogun,South West
5582,1/17/2013, 126.44 , 382.95 ,18,Online,Hammartan Promotion,WWI Laptop12 M0120 White,Laptops,Computers,Kwara,North Central
5583,1/20/2014, 16.86 , 29.95 ,24,Online,New Year Promotion,Kekule Lens cap E80 Grey,Computers Accessories,Computers,Nasarawa,North Central
5585,8/9/2012, 91.73 , 281.00 ,10,Store,No Discount,A. Datum Consumer Digital Camera E100 Black,Digital Cameras,Cameras and camcorders ,Kano,North West
5587,3/16/2013, 8.83 , 16.90 ,10,Store,No Discount,Kekule USB Data Link - direct connect adapter E600 White,Computers Accessories,Computers,Borno,North East
5588,5/25/2013, 66.76 , 269.00 ,10,Store,No Discount,SV Car Video TFT6.2W E6282 Silver,Car Video,TV and Video,Ebonyi,South East
5589,6/22/2014, 85.75 , 380.00 ,6,Store,Adventist Promotion,The Phone Company PDA Wifi 4.7-inch L290 Silver,Smart phones & PDAs ,Cell phones,Edo,South South
5590,9/4/2014, 12.87 , 39.90 ,24,Store,Adventist Promotion,Kekule Dual USB Power Adapter - power adapter E300 White,Computers Accessories,Computers,Edo,South South
5591,10/21/2013, 58.13 , 129.00 ,13,Store,Winners Promotion,Kekule Multimedia Speakers M25 Blue,Computers Accessories,Computers,Cross River,South South
5592,12/3/2013, 15.14 , 196.00 ,13,Reseller,Winners Promotion,Proseware 23ppm Laser Printer with Wireless and Wired Network Interfaces M680 Black,"Printers, Scanners & Fax",Computers,Delta,South South
5594,6/23/2012, 37.79 , 41.73 ,6,Store,Adventist Promotion,SV Keyboard E90 Silver,Computers Accessories,Computers,Edo,South South
5595,3/24/2013, 18.28 , 28.99 ,10,Catalog,No Discount,Kekule Hybrid system M60 White,Home & Office Phones,Cell phones,Ebonyi,South East
5596,2/20/2012, 271.54 , 369.00 ,27,Catalog,Deeper Promotion,Simpson Desktop PC1.80 ED180 Silver,Desktops,Computers,Ebonyi,South East
5598,12/8/2013, 164.02 , 169.99 ,32,Online,Convention Promotion,"Simpson 20"" CRT TV E15 Black",Televisions,TV and Video,Nasarawa,North Central
5599,11/25/2013, 2.53 , 268.00 ,13,Online,Winners Promotion,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,Digital Cameras,Cameras and camcorders ,Ebonyi,South East
5600,3/12/2012, 41.66 , 398.00 ,10,Store,No Discount,The Phone Company PDA Palm 4.7 inch L850 Black,Smart phones & PDAs ,Cell phones,Edo,South South
5601,11/19/2014, 211.16 , 299.00 ,26,Store,Winners Promotion,Litware Home Theater System 2.1 Channel E210 Black,Home Theater System,TV and Video,Delta,South South
5602,10/13/2014, 481.94 , 556.00 ,13,Store,Winners Promotion,Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Black,Camcorders,Cameras and camcorders ,Anambra,South East
5603,1/26/2012, 149.50 , 219.00 ,8,Reseller,Deeper Promotion,SV Car Video AM/FM E1001 Brown,Car Video,TV and Video,Delta,South South
5604,1/5/2013, 74.62 , 300.00 ,12,Online,New Year Promotion,The Phone Company Smart phones Expert M400 White,Smart phones & PDAs ,Cell phones,Nasarawa,North Central
5606,9/5/2012, 56.93 , 230.00 ,8,Store,Convention Promotion,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,Smart phones & PDAs ,Cell phones,Imo,South East
5607,6/10/2013, 644.97 , 819.00 ,10,Reseller,No Discount,Fabrikam Laptop17 M7000 Black,Laptops,Computers,Ogun,South West
5608,9/1/2014, 244.39 , 568.00 ,12,Store,Adventist Promotion,"Kekule SLR Camera 35"" X358 Orange",Digital SLR Cameras,Cameras and camcorders ,Borno,North East
5611,6/7/2012, 147.29 , 255.00 ,12,Store,Adventist Promotion,The Phone Company PDA Handheld 3.5 inch M610 Silver,Smart phones & PDAs ,Cell phones,Borno,North East
5612,6/11/2012, 162.25 , 689.00 ,12,Catalog,Adventist Promotion,Litware Home Theater System 5.1 Channel M513 Silver,Home Theater System,TV and Video,Ebonyi,South East
5614,1/5/2012, 9.12 , 15.50 ,4,Store,Deeper Promotion,Kekule USB Optical Mouse E200 Grey,Computers Accessories,Computers,Borno,North East
5616,9/27/2012, 96.48 , 328.00 ,5,Store,No Discount,"Fabrikam SLR Camera 35"" M358 Blue",Digital SLR Cameras,Cameras and camcorders ,Edo,South South
5618,5/31/2013, 8.77 , 40.55 ,10,Online,No Discount,NT Wireless Bluetooth Stereo Headphones E302 Silver,Bluetooth Headphones,Audio,Ebonyi,South East
5619,6/4/2014, 186.26 , 329.00 ,12,Online,Easter Promotion,Kekule Home Theater System 4.1 Channel M1410 Brown,Home Theater System,TV and Video,Kwara,North Central
5621,10/15/2014, 11.75 , 12.95 ,26,Store,Xmas Holiday Promotion,Kekule Mouse Lock Bundle E200 Grey,Computers Accessories,Computers,Ondo,South West
5622,2/29/2012, 72.54 , 436.20 ,9,Store,Deeper Promotion,"Fabrikam SLR Camera 35"" X358 Silver",Digital SLR Cameras,Cameras and camcorders ,Ebonyi,South East
5623,5/22/2012, 461.54 , 998.00 ,10,Store,No Discount,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,Camcorders,Cameras and camcorders ,Akwa Ibom,South South
5624,8/25/2012, 90.79 , 208.00 ,12,Store,Adventist Promotion,The Phone Company Smart phones 160x160 M26 Gold,Smart phones & PDAs ,Cell phones,Borno,North East
5626,9/1/2013, 67.39 , 328.00 ,12,Catalog,Adventist Promotion,"Fabrikam SLR Camera 35"" M358 Black",Digital SLR Cameras,Cameras and camcorders ,Ebonyi,South East
5627,10/11/2013, 8.36 , 129.00 ,13,Store,Winners Promotion,A. Datum Compact Digital Camera M200 Orange,Digital Cameras,Cameras and camcorders ,Rivers,South South
5628,2/9/2012, 107.08 , 382.95 ,24,Online,New Year Promotion,Simpson Laptop12 M1201 Red,Laptops,Computers,Nasarawa,North Central
5629,10/14/2012, 3.60 , 13.00 ,6,Store,Winners Promotion,Kekule Optical Wheel OEM PS/2 Mouse E60 Grey,Computers Accessories,Computers,Ekiti,South West
5630,3/27/2013, 77.85 , 268.00 ,9,Store,Hammartan Promotion,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Orange,Digital Cameras,Cameras and camcorders ,Kebbi,North West
5631,10/27/2014, 35.08 , 109.99 ,78,Catalog,Winners Promotion,SV DVD 7-Inch Player Portable E200 Black,Movie DVD,"Music, Movies and Audio Books",Ebonyi,South East
5632,2/2/2013, 16.55 , 39.90 ,9,Store,Deeper Promotion,Kekule Dual USB Power Adapter - power adapter E300 Grey,Computers Accessories,Computers,Anambra,South East
5633,2/6/2014, 7.34 , 27.90 ,9,Store,Deeper Promotion,Kekule Connectivity Starter Kit Smart Buy M680 Grey,Computers Accessories,Computers,Ebonyi,South East
5634,5/26/2013, 7.99 , 229.00 ,10,Reseller,No Discount,Proseware Professional Quality Plain-Paper Fax and Copier X100 Grey,"Printers, Scanners & Fax",Computers,Ogun,South West
5635,9/5/2014, 64.28 , 69.99 ,20,Reseller,No Discount,Kekule Wireless Laser Mouse M55 Silver,Computers Accessories,Computers,Kwara,North Central
5636,6/15/2014, 140.32 , 186.90 ,24,Reseller,No Discount,A. Datum Bridge Digital Camera M300 Silver,Digital Cameras,Cameras and camcorders ,Kwara,North Central
5637,7/31/2014, 6.17 , 436.20 ,12,Catalog,Adventist Promotion,"Fabrikam SLR Camera 35"" X358 Silver",Digital SLR Cameras,Cameras and camcorders ,Ebonyi,South East
5639,5/6/2012, 164.94 , 301.00 ,10,Store,No Discount,The Phone Company Sharp Touch Screen Phones M910 Gold,Touch Screen Phones ,Cell phones,Ekiti,South West
5641,9/2/2013, 146.70 , 279.99 ,10,Reseller,No Discount,"Simpson 19"" Portable LCD HDTV M110 White",Televisions,TV and Video,Kwara,North Central
5642,8/26/2012, 46.58 , 880.00 ,12,Store,Adventist Promotion,Fabrikam Business Videographer 1/2'' 3mm M500 Grey,Camcorders,Cameras and camcorders ,Edo,South South
5644,9/22/2013, 2.76 , 16.50 ,10,Store,No Discount,Kekule Notebook Peripheral Kit M69 Grey,Computers Accessories,Computers,Edo,South South
5645,1/7/2013, 269.57 , 850.00 ,18,Online,Deeper Promotion,"Fabrikam Business Videographer 2/3"" 17mm M280 Orange",Camcorders,Cameras and camcorders ,Ebonyi,South East
5646,12/21/2013, 132.54 , 186.90 ,9,Store,Deeper Promotion,A. Datum Bridge Digital Camera M300 Silver,Digital Cameras,Cameras and camcorders ,Edo,South South
5647,4/19/2012, 92.51 , 102.00 ,5,Store,No Discount,SV 80GB USB2.0 Portable Hard Disk E500 Yellow,Computers Accessories,Computers,Borno,North East
5651,10/21/2013, 146.05 , 165.00 ,13,Store,Xmas Holiday Promotion,A. Datum Ultra Compact Digital Camera M190 Black,Digital Cameras,Cameras and camcorders ,Benue,North Central
5652,12/8/2013, 59.67 , 326.00 ,18,Store,Deeper Promotion,Simpson Laptop8.9 E0890 Red,Laptops,Computers,Cross River,South South
5654,2/26/2013, 199.86 , 281.00 ,9,Online,Hammartan Promotion,A. Datum Consumer Digital Camera E100 Orange,Digital Cameras,Cameras and camcorders ,Kwara,North Central
5655,4/16/2012, 5.40 , 22.89 ,10,Store,No Discount,SV DVD 60 DVD Storage Binder L20 Red,Movie DVD,"Music, Movies and Audio Books",Edo,South South
5656,8/11/2012, 142.36 , 219.00 ,12,Store,Adventist Promotion,Proseware Laser Jet All in one X300 Grey,"Printers, Scanners & Fax",Computers,Edo,South South
5658,4/22/2014, 17.25 , 40.55 ,20,Store,No Discount,NT Wireless Bluetooth Stereo Headphones E302 Yellow,Bluetooth Headphones,Audio,Cross River,South South
5659,8/30/2013, 470.72 , 569.00 ,9,Store,August Promotion,Litware Home Theater System 4.1 Channel M412 Brown,Home Theater System,TV and Video,Jigawa,North West
5660,11/12/2013, 4.46 , 99.00 ,8,Online,Convention Promotion,Simpson LCD17 E200 Black,Monitors,Computers,Nasarawa,North Central
5663,9/9/2013, 5.71 , 39.99 ,16,Reseller,Convention Promotion,Kekule Cyber Shot Digital Cameras Adapter E306 Black,Cameras & Camcorders Accessories,Cameras and camcorders ,Ogun,South West
5664,11/11/2013, 223.42 , 229.00 ,13,Store,Winners Promotion,Kekule Projector 480p M480 Silver,Projectors & Screens,Computers,Delta,South South
5665,12/21/2011, 194.31 , 255.00 ,36,Catalog,Deeper Promotion,The Phone Company PDA Handheld 3.5 inch M610 Silver,Smart phones & PDAs ,Cell phones,Ebonyi,South East
5667,9/3/2012, 250.84 , 279.99 ,12,Store,Adventist Promotion,"Simpson 19"" Portable LCD HDTV M110 Silver",Televisions,TV and Video,Zamfara,North West
5668,9/4/2014, 99.35 , 293.00 ,12,Store,Adventist Promotion,The Phone Company Touch Screen Phones SAW/On-wall M806 Black,Touch Screen Phones ,Cell phones,Edo,South South
5669,3/31/2012, 5.16 , 42.99 ,10,Store,No Discount,Kekule Centrex Phone System L10 Grey,Home & Office Phones,Cell phones,Ebonyi,South East
5670,4/27/2012, 22.95 , 59.99 ,6,Online,Easter Promotion,Kekule 4G MP3 Player E400 Green,MP4&MP3,Audio,Kwara,North Central
